# Quantities related to the AGNs activated at the output redshift zout =  0.00000
# (1)igal (2)flag_burst[1:burst,0:normal] (3)flag_di[1:DI,0:normal] (4)flag_merger[1:merger,0:normal] (5)morphology[1:S,2:S0,3:E] (6)flag_c (7,8)Mstard,Mstarb[Msun] (9,10)Mcoold,Mcoolb[Msun] (11)Mbh[Msun] (12,13)MZcd,MZcb[Msun] (14)Mhalo[Msun] (15,16)Vbulge,Vdisk[km/s] (17,18)rbulge,rdisk[kpc/h] (19,20)mag,mag_d (21,22) SFR, averaged SFR in past 10 Myr [Msun/yr] (23)Lbol[10^12 Lsun] at output time (24)Lbol[10^12 Lsun] of peak (25)Delta Macc [M_sun] (26)Mcold[Msun] at tstart (27)MZcold[Msun] at tstart (28)t_ad[Gyr] (29)t_gal[Gyr] (30)dMbhrem[10^14 Msun] (31,32)merging mass ratio (av/max) (33-36)Lx(2-10keV)[erg/s],Lbol[erg/s],mdot,lambda_edd
# BC03 SSP is used
# starburst ---  IMF: Chabrier from 0.1 to 100 Msun
# quiescent ---  IMF: Chabrier from 0.1 to 100 Msun
      8960 0 0 0 1 1  0.10000E-05  0.32284E+12  0.10000E-05  0.10000E-05  0.25053E+10  0.10000E-05  0.10000E-05  0.20742E+14   289.01       229.67       13.048      0.10000E-19  -20.855      -20.855       0.0000       0.0000      0.60061E-02  0.16984      0.14996E+09  0.64949E+09  0.70595E+08   1.2533      0.63221E-01  0.11836E-05   0.0000       0.0000      0.19003E+43  0.22979E+44  0.73352E-03  0.73346E-04
      9105 0 0 0 3 0  0.82015E+11  0.83926E+11  0.36406E+11  0.10000E-05  0.59142E+09  0.17584E+10  0.10000E-05  0.27371E+13   138.58       201.21       14.368       88.436      -21.773      -20.315       14.252       13.597      0.89509E-02  0.12570E-01  0.32457E+08   10472.       377.71       3.7208      0.98314E-01  0.30590E-06  0.80777E-03  0.80777E-03  0.26481E+43  0.34246E+44  0.48100E-02  0.48077E-03
      9420 1 0 1 1 0  0.10438E+11  0.12928E+12  0.25612E+09  0.10000E-05  0.96386E+09  0.58143E+08  0.10000E-05  0.37834E+13   191.95       303.16       10.492       92.558      -20.076      -20.057      0.20821      0.19231      0.40235E-02  0.41279E-02  0.36920E+08  0.76091      0.16717       13.051      0.73494E-01  0.35986E-06  0.40146E-03  0.40146E-03  0.13576E+43  0.15394E+44  0.13238E-02  0.13236E-03
      9574 1 0 1 1 0  0.28545E+11  0.30818E+12  0.70175E+07  0.10000E-05  0.18677E+10  0.29015E+07  0.10000E-05  0.12074E+14   220.02       237.57       18.965       15.989      -21.376      -21.355      0.28267E-01  0.20142E-01  0.76292E-02  0.77526E-02  0.66697E+08  0.32921E+07   10929.       12.527      0.11581      0.65636E-06  0.60923E-03  0.60923E-03  0.23194E+43  0.29189E+44  0.12925E-02  0.12923E-03
      9760 0 0 0 1 1  0.44928E+10  0.34803E+12  0.79483E-03  0.10000E-05  0.17306E+10  0.79483E-03  0.10000E-05  0.17627E+14   257.34       223.02       18.464       2.6432      -21.223      -21.223      0.12509E-09  0.12740E-10  0.33515E-01  0.40136E-01  0.87152E+08  0.20901E+10  0.20597E+09   3.1189      0.99933E-01  0.81976E-06  0.18991      0.18991      0.77807E+43  0.12823E+45  0.61750E-02  0.61712E-03
      9951 0 0 0 3 0  0.41622E+11  0.18593E+11  0.40642E+10  0.10000E-05  0.24150E+09  0.34445E+09  0.10000E-05  0.11126E+13   87.710       164.10       7.6084       58.194      -19.955      -19.176       1.5723       1.4843      0.22777E-02  0.41392E-02  0.13842E+08   4201.6       238.80       4.8504      0.74044E-01  0.12266E-06  0.66994E-03  0.66994E-03  0.83746E+42  0.87143E+43  0.29735E-02  0.29726E-03
     10124 0 0 0 1 1  0.35706E+10  0.22849E+12  0.10000E-05  0.10000E-05  0.13578E+10  0.10000E-05  0.10000E-05  0.17106E+14   248.04       240.39       12.748       3.5212      -21.212      -21.212      0.15374E-13  0.24398E-14  0.38971E-02   6.0957      0.24426E+09  0.73487E+10  0.39515E+09  0.12944E-01  0.71451E-01  0.15274E-05  0.21320      0.21320      0.13215E+43  0.14910E+44  0.87629E-03  0.87622E-04
     10263 0 0 0 1 0  0.10396E+11  0.13529E+12  0.99782E+06  0.10000E-05  0.82159E+09  0.37377E+06  0.10000E-05  0.30165E+13   209.02       179.44       9.4099       14.004      -20.131      -20.129      0.24255E-02  0.18533E-02  0.47814E-02  0.35516E-01  0.50084E+08  0.16826E+10  0.28026E+08   2.0270      0.60133E-01  0.47061E-06  0.30626E-01  0.30626E-01  0.15698E+43  0.18294E+44  0.17915E-02  0.17912E-03
     10394 0 0 0 3 0  0.84500E+10  0.85392E+10  0.25731E+10  0.10000E-05  0.65110E+08  0.94301E+08  0.10000E-05  0.43101E+12   64.414       118.17       6.7724       60.313      -18.771      -18.671      0.42825      0.40795      0.79817E-03  0.98372E-03  0.41295E+07   86.274       2.5454       6.0894      0.92767E-01  0.39811E-07  0.22277E-03  0.22277E-03  0.33774E+42  0.30538E+43  0.39466E-02  0.39450E-03
     10505 0 0 0 1 1  0.83139E+09  0.26518E+12  0.10000E-05  0.10000E-05  0.13678E+10  0.10000E-05  0.10000E-05  0.15373E+14   251.39       239.46       12.848      0.43767      -20.666      -20.666       0.0000      0.74321E-33  0.11371E-01  0.23965E-01  0.66618E+08  0.27581E+09  0.24273E+07   4.0263      0.71463E-01  0.64914E-06  0.10470E-01  0.68131E-02  0.32267E+43  0.43504E+44  0.25998E-02  0.25991E-03
     10560 0 0 0 3 0  0.21748E+11  0.50249E+10  0.16342E+10  0.10000E-05  0.54598E+08  0.10546E+09  0.10000E-05  0.45268E+12   67.619       122.04       3.6218       49.862      -18.837      -17.783      0.36022      0.33964      0.24079E-03  0.24220E-02  0.43219E+07   17781.       546.94       2.5826      0.45282E-01  0.41684E-07  0.14121E-02  0.14121E-02  0.11604E+42  0.92126E+42  0.13571E-02  0.13569E-03
     10604 0 0 0 1 1  0.43785E+10  0.23061E+12  0.10000E-05  0.10000E-05  0.15495E+10  0.10000E-05  0.10000E-05  0.14549E+14   244.56       200.63       12.076       1.8446      -20.633      -20.633       0.0000      0.13894E-15  0.82500E-02  0.11494E-01  0.63058E+08  0.19453E+09  0.47212E+07   7.9909      0.68616E-01  0.60515E-06  0.44357E-01  0.28258E-01  0.24751E+43  0.31564E+44  0.16755E-02  0.16752E-03
     10729 0 0 0 3 0  0.60545E+11  0.39448E+11  0.36031E+11  0.10000E-05  0.34458E+09  0.14019E+10  0.10000E-05  0.29049E+13   144.16       179.98       6.6280       115.19      -21.251      -20.666       8.4345       8.1717      0.22457E-02  0.64711E-02  0.19407E+08  0.85672E+09  0.15010E+08   4.3657      0.39000E-01  0.18941E-06  0.33225E-01  0.33225E-01  0.82742E+42  0.85922E+43  0.20301E-02  0.20297E-03
     10762 0 0 0 3 1  0.11474E+12  0.74844E+11  0.22716E+10  0.10000E-05  0.70308E+09  0.39649E+09  0.10000E-05  0.12782E+14   190.39       282.37       6.8088       73.894      -20.819      -20.243       2.0813       1.9020      0.37881E-03  0.41343E-01  0.46034E+08  0.11553E+10  0.34708E+08   1.6051      0.38134E-01  0.44072E-06  0.53249E-01  0.33832E-01  0.17449E+42  0.14493E+43  0.16495E-03  0.16495E-04
     10936 0 0 0 3 0  0.45615E+11  0.49928E+10  0.16948E+11  0.10000E-05  0.31756E+08  0.69003E+09  0.10000E-05  0.99460E+12   72.891       146.28       2.8600       72.515      -20.500      -19.417       3.9852       3.8188      0.25143E-03  0.29971E-03  0.19690E+07   4604.6       140.57       9.5976      0.30837E-01  0.18441E-07  0.43631E-03  0.43631E-03  0.12067E+42  0.96195E+42  0.25500E-02  0.25494E-03
     11034 1 0 1 1 1  0.11881E+11  0.15747E+12  0.10872      0.10000E-05  0.75859E+09  0.10872      0.10000E-05  0.12188E+14   239.70       248.03       8.7296       7.4620      -20.595      -20.572       4.8863      0.73162E-09  0.10422E-01  0.10745E-01  0.37518E+08  0.11612E+10  0.60515E+08   5.0811      0.49352E-01  0.36388E-06  0.12978      0.12978      0.30031E+43  0.39875E+44  0.44070E-02  0.44051E-03
     11514 0 0 0 1 1  0.70169E+11  0.18064E+12  0.67072E+08  0.10000E-05  0.10685E+10  0.21518E+08  0.10000E-05  0.10551E+14   261.35       321.90       8.6367       50.436      -20.597      -20.572      0.11960      0.10184      0.12246E-01  0.20098E-01  0.54006E+08  0.73461E+08  0.74864E+07   3.9089      0.39591E-01  0.50927E-06  0.43579E-01  0.43579E-01  0.34297E+43  0.46852E+44  0.36109E-02  0.36096E-03
     11889 0 0 0 3 1  0.10181E+12  0.17088E+12  0.45549E+11  0.10000E-05  0.77534E+09  0.15997E+10  0.10000E-05  0.85621E+13   232.01       291.15       10.552       113.61      -22.411      -21.557       27.739       26.099      0.22677E-01  0.58511E-01  0.52896E+08  0.16710E+08  0.56825E+06   1.2926      0.47966E-01  0.45677E-06  0.91030E-02  0.91030E-02  0.56738E+43  0.86763E+44  0.91820E-02  0.91738E-03
     11934 0 0 0 2 0  0.48862E+11  0.57089E+11  0.75020E+09  0.10000E-05  0.24514E+09  0.12346E+09  0.10000E-05  0.14198E+13   111.13       184.44       13.935       30.447      -20.132      -19.414      0.76793      0.67794      0.24726E-02  0.28693E-02  0.13045E+08   891.44       124.50       6.5769      0.13344      0.11899E-06  0.10004E-02  0.10004E-02  0.89829E+42  0.94600E+43  0.32278E-02  0.32268E-03
     12116 1 0 1 1 1  0.10000E-05  0.24270E+12  0.10000E-05  0.10000E-05  0.19722E+10  0.10000E-05  0.10000E-05  0.75646E+13   238.70       186.46       12.977      0.10000E-19  -22.127      -22.117       6.9815       0.0000      0.79209E-02  0.81458E-02  0.69964E+08  0.16669E+10  0.15773E+09   12.530      0.76097E-01  0.68032E-06   0.0000       0.0000      0.23929E+43  0.30305E+44  0.12699E-02  0.12698E-03
     12189 0 0 0 3 0  0.27851E+11  0.29748E+11  0.13630E+11  0.10000E-05  0.13918E+09  0.69583E+09  0.10000E-05  0.13593E+13   146.67       176.84       4.5102       127.69      -20.252      -19.926       2.7549       2.6789      0.56163E-02  0.10759E-01  0.11204E+08  0.10927E+08   22416.       1.5048      0.27708E-01  0.74926E-07  0.87098E-03  0.87098E-03  0.17966E+43  0.21488E+44  0.12873E-01  0.12857E-02
     12407 0 0 0 3 0  0.54294E+11  0.15683E+11  0.18207E+11  0.10000E-05  0.80879E+08  0.81642E+09  0.10000E-05  0.12879E+13   104.12       161.64       5.1151       76.390      -20.743      -19.705       5.1242       4.9071      0.56096E-02  0.10776E-01  0.76040E+07   3543.9       132.65       1.0074      0.36846E-01  0.57073E-07  0.40512E-03  0.40512E-03  0.17948E+43  0.21462E+44  0.22306E-01  0.22258E-02
     12433 0 0 0 1 1  0.19587E+11  0.10985E+12  0.74666E+07  0.10000E-05  0.47125E+09  0.23017E+07  0.10000E-05  0.60678E+13   171.88       175.60       11.411       13.401      -20.205      -20.181      0.18205E-01  0.13824E-01  0.11282E-02  0.17549      0.46584E+08  0.25453E+08  0.28914E+06  0.33465      0.85802E-01  0.25874E-06  0.64316E-02  0.64316E-02  0.45697E+42  0.43166E+43  0.73158E-03  0.73153E-04
     12464 0 0 0 2 1  0.84952E+11  0.11313E+12  0.40581E+10  0.10000E-05  0.63905E+09  0.55645E+09  0.10000E-05  0.60624E+13   174.11       223.11       12.202       47.102      -21.343      -20.716       3.8650       3.4912      0.23607E-02   3.5745      0.13785E+09  0.42592E+10  0.21343E+09  0.78060E-02  0.75622E-01  0.12680E-05  0.13796      0.13796      0.86348E+42  0.90320E+43  0.11279E-02  0.11278E-03
     12483 1 0 1 1 0  0.10698E+10  0.40272E+11  0.56928E+10  0.10000E-05  0.33833E+09  0.94596E+08  0.10000E-05  0.14670E+13   143.63       79.688       6.1093       43.852      -20.301      -20.255       4.0891      0.42520      0.78511E-01   1.7094      0.64069E+08  0.13950E+10  0.13123E+08  0.20277E-01  0.52211E-01  0.27290E-07  0.71534E-01  0.71534E-01  0.15354E+44  0.30038E+45  0.71879E-01  0.71410E-02
     12527 0 0 0 1 1  0.35961E+11  0.16792E+12  0.25650E+08  0.10000E-05  0.11790E+10  0.88803E+07  0.10000E-05  0.59162E+13   217.58       246.36       11.115       26.677      -20.573      -20.521      0.57976E-01  0.47015E-01  0.72011E-02  0.78918E-02  0.48310E+08  0.12678E+08  0.42583E+06   8.9229      0.65449E-01  0.45984E-06  0.12717E-01  0.12717E-01  0.22107E+43  0.27551E+44  0.19372E-02  0.19369E-03
